time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278935,0.524989,8.55423e-05,0.75,1,0.668982,0.789483,0.133796,0.283996
0.1,0.278986,0.52499,3.20232e-06,0.75,1,0.668946,0.789619,0.133789,0.284034
0.15,0.282701,0.525011,0.0124069,0.75,1,0.66632,0.781151,0.133264,0.281639
0.2,0.306845,0.525584,0.046644,0.75,1,0.649197,0.772811,0.129839,0.27926
0.25,0.306845,0.525584,0.046644,0.75,1,0.649197,0.772811,0.129839,0.27926
0.3,0.326438,0.52686,0.0813861,0.75,1,0.635032,0.759246,0.127006,0.27535
0.35,0.345671,0.528772,0.115711,0.75,1,0.620917,0.745946,0.124183,0.271467
0.4,0.364217,0.53126,0.149438,0.75,1,0.60708,0.732737,0.121416,0.267563
0.45,0.364217,0.53126,0.149438,0.75,1,0.60708,0.732737,0.121416,0.267563
0.5,0.382291,0.534292,0.182611,0.75,1,0.593375,0.719837,0.118675,0.263705
0.55,0.400007,0.537876,0.215538,0.75,1,0.579702,0.707065,0.11594,0.259842
0.6,0.400007,0.537876,0.215538,0.75,1,0.579702,0.707065,0.11594,0.259842
0.65,0.417022,0.541899,0.247775,0.75,1,0.566331,0.694491,0.113266,0.255998
0.7,0.428219,0.544862,0.269209,0.75,1,0.557399,0.686181,0.11148,0.253435
0.75,0.444452,0.549626,0.300708,0.75,1,0.54424,0.673985,0.108848,0.249642
0.8,0.460035,0.554732,0.33169,0.75,1,0.53136,0.661877,0.106272,0.245839
0.85,0.460035,0.554732,0.33169,0.75,1,0.53136,0.661877,0.106272,0.245839
0.9,0.475139,0.560205,0.362286,0.75,1,0.518622,0.649928,0.103724,0.242052
0.95,0.489852,0.566037,0.392395,0.75,1,0.505965,0.638371,0.101193,0.238355
1,0.489852,0.566037,0.392395,0.75,1,0.505965,0.638371,0.101193,0.238355
1.05,0.503845,0.572073,0.421914,0.75,1,0.493674,0.626877,0.0987349,0.234647
1.1,0.517622,0.57851,0.451733,0.75,1,0.481304,0.615202,0.0962607,0.230849
1.15,0.530763,0.585127,0.480885,0.75,1,0.469238,0.603768,0.0938476,0.227099
1.2,0.543232,0.591872,0.509632,0.75,1,0.457516,0.592229,0.0915033,0.223285
1.25,0.543232,0.591872,0.509632,0.75,1,0.457516,0.592229,0.0915033,0.223285
1.3,0.555223,0.59881,0.537961,0.75,1,0.445973,0.580857,0.0891946,0.219496
1.35,0.566839,0.605972,0.565752,0.75,1,0.434518,0.569917,0.0869037,0.215825
1.4,0.577957,0.613258,0.593148,0.75,1,0.423282,0.559084,0.0846565,0.212164
1.45,0.577957,0.613258,0.593148,0.75,1,0.423282,0.559084,0.0846565,0.212164
1.5,0.588459,0.620548,0.619932,0.75,1,0.412407,0.548382,0.0824814,0.208523
1.55,0.59864,0.628024,0.646391,0.75,1,0.401592,0.537958,0.0803183,0.204954
1.6,0.608339,0.635544,0.67234,0.75,1,0.391019,0.527736,0.0782038,0.201432
1.65,0.608339,0.635544,0.67234,0.75,1,0.391019,0.527736,0.0782038,0.201432
1.7,0.617488,0.643016,0.697751,0.75,1,0.380785,0.517612,0.076157,0.197922
1.75,0.626334,0.650626,0.722765,0.75,1,0.370615,0.507828,0.0741231,0.194512
1.8,0.634742,0.658231,0.747346,0.75,1,0.360681,0.498187,0.0721361,0.191134
1.85,0.634742,0.658231,0.747346,0.75,1,0.360681,0.498187,0.0721361,0.191134
1.9,0.642636,0.665726,0.77133,0.75,1,0.351092,0.488688,0.0702185,0.187787
1.95,0.650254,0.673313,0.794966,0.75,1,0.341575,0.479493,0.0683151,0.184532
2,0.657368,0.68075,0.818337,0.75,1,0.332417,0.470058,0.0664835,0.181175
2.05,0.657368,0.68075,0.818337,0.75,1,0.332417,0.470058,0.0664835,0.181175
2.1,0.664138,0.688157,0.840832,0.75,1,0.323447,0.461283,0.0646894,0.178039
2.15,0.670642,0.695598,0.863036,0.75,1,0.314576,0.452736,0.0629152,0.174971
2.2,0.676711,0.702858,0.884881,0.75,1,0.306047,0.444095,0.0612094,0.171856
2.25,0.676711,0.702858,0.884881,0.75,1,0.306047,0.444095,0.0612094,0.171856
2.3,0.682481,0.710066,0.906297,0.75,1,0.297692,0.435699,0.0595383,0.168818
2.35,0.688007,0.717283,0.92743,0.75,1,0.289434,0.427507,0.0578868,0.165842
2.4,0.693152,0.7243,0.948061,0.75,1,0.2815,0.419388,0.0562999,0.162881
