t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
5.6,0.453692,0.824959,-0.00226436,0.247681,1.19695,-0.898981,0.247321,0.453042,0.869804,-0.531971,0.222683,0.755585
5.65,0.453674,0.824959,-0.00229959,0.247708,1.19693,-0.866278,0.247354,0.453065,0.836834,-0.526529,0.227827,0.75851
5.7,0.453674,0.824959,-0.00229959,0.247708,1.19693,-0.866278,0.247354,0.453065,0.836834,-0.526529,0.227827,0.75851
5.75,0.453674,0.824959,-0.00229959,0.247708,1.19693,-0.866278,0.247354,0.453065,0.836834,-0.526529,0.227827,0.75851
5.8,0.45367,0.824958,-0.00233196,0.247744,1.1969,-0.833579,0.247368,0.453065,0.80386,-0.521091,0.232998,0.761259
5.85,0.45367,0.824958,-0.00233196,0.247744,1.1969,-0.833579,0.247368,0.453065,0.80386,-0.521091,0.232998,0.761259
5.9,0.453678,0.824958,-0.00236527,0.247748,1.19691,-0.800899,0.247358,0.453041,0.770821,-0.515667,0.238182,0.763854
5.95,0.453678,0.824958,-0.00236527,0.247748,1.19691,-0.800899,0.247358,0.453041,0.770821,-0.515667,0.238182,0.763854
6,0.453678,0.824958,-0.00236527,0.247748,1.19691,-0.800899,0.247358,0.453041,0.770821,-0.515667,0.238182,0.763854
6.05,0.453669,0.824958,-0.00239271,0.247757,1.19691,-0.768202,0.247355,0.453014,0.737629,-0.510289,0.243342,0.766285
6.1,0.453669,0.824958,-0.00239271,0.247757,1.19691,-0.768202,0.247355,0.453014,0.737629,-0.510289,0.243342,0.766285
6.15,0.45366,0.824957,-0.00239239,0.247783,1.19691,-0.735342,0.247363,0.452999,0.704281,-0.504914,0.248528,0.76848
6.2,0.45366,0.824957,-0.00239239,0.247783,1.19691,-0.735342,0.247363,0.452999,0.704281,-0.504914,0.248528,0.76848
6.25,0.453664,0.824957,-0.00238533,0.247817,1.19689,-0.702388,0.247373,0.452994,0.671306,-0.499535,0.25373,0.770525
6.3,0.453664,0.824957,-0.00238533,0.247817,1.19689,-0.702388,0.247373,0.452994,0.671306,-0.499535,0.25373,0.770525
6.35,0.453664,0.824957,-0.00238533,0.247817,1.19689,-0.702388,0.247373,0.452994,0.671306,-0.499535,0.25373,0.770525
6.4,0.453678,0.824957,-0.00236399,0.247859,1.19687,-0.669436,0.247393,0.452997,0.638336,-0.49416,0.258953,0.772584
6.45,0.453678,0.824957,-0.00236399,0.247859,1.19687,-0.669436,0.247393,0.452997,0.638336,-0.49416,0.258953,0.772584
6.5,0.453662,0.824957,-0.00236468,0.24791,1.19684,-0.636569,0.247382,0.452975,0.606458,-0.488791,0.264198,0.774443
6.55,0.453662,0.824957,-0.00236468,0.24791,1.19684,-0.636569,0.247382,0.452975,0.606458,-0.488791,0.264198,0.774443
6.6,0.453659,0.824957,-0.00236291,0.24792,1.19684,-0.603674,0.247356,0.452947,0.574601,-0.483436,0.269437,0.776277
6.65,0.453659,0.824957,-0.00236291,0.24792,1.19684,-0.603674,0.247356,0.452947,0.574601,-0.483436,0.269437,0.776277
6.7,0.453669,0.824957,-0.00235784,0.247938,1.19684,-0.572109,0.247338,0.452929,0.544104,-0.478113,0.274661,0.778007
6.75,0.453669,0.824957,-0.00235784,0.247938,1.19684,-0.572109,0.247338,0.452929,0.544104,-0.478113,0.274661,0.778007
6.8,0.453674,0.824957,-0.00238712,0.247964,1.19684,-0.541912,0.247329,0.452917,0.514978,-0.472799,0.279909,0.779691
6.85,0.453674,0.824957,-0.00238712,0.247964,1.19684,-0.541912,0.247329,0.452917,0.514978,-0.472799,0.279909,0.779691
