t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
3.45,0.203788,0.825001,0.00450653,0.203915,1.22497,0.000338411,0.203511,0.424898,-0.00228927,-0.670747,0.140093,0.884842
3.5,0.203788,0.825001,0.00450653,0.203915,1.22497,0.000338411,0.203511,0.424898,-0.00228927,-0.670747,0.140093,0.884842
3.55,0.2038,0.825001,0.0045092,0.203915,1.22497,0.000349988,0.203493,0.424898,-0.00229772,-0.666983,0.14474,0.893934
3.6,0.2038,0.825001,0.0045092,0.203915,1.22497,0.000349988,0.203493,0.424898,-0.00229772,-0.666983,0.14474,0.893934
3.65,0.203797,0.825,0.00453397,0.203918,1.22496,0.000371596,0.20349,0.424898,-0.0023005,-0.663253,0.149435,0.902116
3.7,0.203797,0.825,0.00453397,0.203918,1.22496,0.000371596,0.20349,0.424898,-0.0023005,-0.663253,0.149435,0.902116
3.75,0.203791,0.825001,0.00453479,0.203924,1.22496,0.000383688,0.203502,0.424897,-0.00230454,-0.659551,0.154165,0.909524
3.8,0.203791,0.825001,0.00453479,0.203924,1.22496,0.000383688,0.203502,0.424897,-0.00230454,-0.659551,0.154165,0.909524
3.85,0.2038,0.825,0.00454369,0.203926,1.22496,0.000405047,0.203492,0.424897,-0.00233039,-0.655884,0.158914,0.916193
3.9,0.2038,0.825,0.00454369,0.203926,1.22496,0.000405047,0.203492,0.424897,-0.00233039,-0.655884,0.158914,0.916193
3.95,0.203795,0.824999,0.00457059,0.203929,1.22496,0.000420167,0.203489,0.424897,-0.00233132,-0.652273,0.163652,0.921672
4,0.203795,0.824999,0.00457059,0.203929,1.22496,0.000420167,0.203489,0.424897,-0.00233132,-0.652273,0.163652,0.921672
4.05,0.203789,0.824999,0.00456179,0.203932,1.22496,0.000441617,0.2035,0.424896,-0.0023339,-0.648681,0.168417,0.926575
4.1,0.203789,0.824999,0.00456179,0.203932,1.22496,0.000441617,0.2035,0.424896,-0.0023339,-0.648681,0.168417,0.926575
4.15,0.203798,0.824999,0.00456764,0.203933,1.22496,0.000448154,0.203486,0.424895,-0.00235916,-0.645102,0.173211,0.930933
4.2,0.203798,0.824999,0.00456764,0.203933,1.22496,0.000448154,0.203486,0.424895,-0.00235916,-0.645102,0.173211,0.930933
4.25,0.203798,0.825,0.00455925,0.203938,1.22496,0.000466989,0.203487,0.424895,-0.00236533,-0.641535,0.178029,0.934824
4.3,0.203798,0.825,0.00455925,0.203938,1.22496,0.000466989,0.203487,0.424895,-0.00236533,-0.641535,0.178029,0.934824
4.35,0.203798,0.825,0.00456358,0.203938,1.22496,0.00048075,0.203484,0.424894,-0.00238404,-0.637978,0.182868,0.938281
4.4,0.203798,0.825,0.00456358,0.203938,1.22496,0.00048075,0.203484,0.424894,-0.00238404,-0.637978,0.182868,0.938281
4.45,0.203799,0.825,0.00456366,0.203945,1.22496,0.000498835,0.203478,0.424893,-0.00239015,-0.634429,0.187727,0.941337
4.5,0.203799,0.825,0.00456366,0.203945,1.22496,0.000498835,0.203478,0.424893,-0.00239015,-0.634429,0.187727,0.941337
4.55,0.20379,0.825001,0.00455926,0.203945,1.22496,0.00051004,0.203487,0.424893,-0.00239767,-0.630927,0.19255,0.94408
4.6,0.20379,0.825001,0.00455926,0.203945,1.22496,0.00051004,0.203487,0.424893,-0.00239767,-0.630927,0.19255,0.94408
4.65,0.203796,0.825001,0.00456286,0.203954,1.22496,0.000527639,0.203474,0.424892,-0.00242497,-0.627445,0.197376,0.946543
4.7,0.203796,0.825001,0.00456286,0.203954,1.22496,0.000527639,0.203474,0.424892,-0.00242497,-0.627445,0.197376,0.946543
4.75,0.203797,0.825,0.00459153,0.203951,1.22496,0.000536145,0.203475,0.424892,-0.002431,-0.623951,0.202243,0.948765
4.8,0.203797,0.825,0.00459153,0.203951,1.22496,0.000536145,0.203475,0.424892,-0.002431,-0.623951,0.202243,0.948765
4.85,0.203786,0.825,0.00458914,0.203958,1.22496,0.000550508,0.203473,0.424891,-0.0024435,-0.620444,0.207148,0.950763
4.9,0.203786,0.825,0.00458914,0.203958,1.22496,0.000550508,0.203473,0.424891,-0.0024435,-0.620444,0.207148,0.950763
4.95,0.20379,0.825,0.0045909,0.203958,1.22496,0.000567869,0.203467,0.424891,-0.00244582,-0.616977,0.212015,0.952555
5,0.20379,0.825,0.0045909,0.203958,1.22496,0.000567869,0.203467,0.424891,-0.00244582,-0.616977,0.212015,0.952555
5.05,0.203802,0.825001,0.00458893,0.203963,1.22496,0.000580587,0.203475,0.42489,-0.00245122,-0.613534,0.216873,0.954363
5.1,0.203794,0.825001,0.00458891,0.203963,1.22496,0.000596661,0.203465,0.424889,-0.00246245,-0.610093,0.221739,0.955839
5.15,0.203794,0.825001,0.00458891,0.203963,1.22496,0.000596661,0.203465,0.424889,-0.00246245,-0.610093,0.221739,0.955839
5.2,0.203794,0.825001,0.00458891,0.203963,1.22496,0.000596661,0.203465,0.424889,-0.00246245,-0.610093,0.221739,0.955839
5.25,0.203801,0.825001,0.00459035,0.203969,1.22496,0.000609806,0.203467,0.424889,-0.00246897,-0.60662,0.226663,0.957291
5.3,0.203801,0.825001,0.00459035,0.203969,1.22496,0.000609806,0.203467,0.424889,-0.00246897,-0.60662,0.226663,0.957291
5.35,0.203792,0.825,0.0045936,0.203975,1.22496,0.000628567,0.203462,0.424888,-0.00249559,-0.603154,0.231599,0.958507
5.4,0.203792,0.825,0.0045936,0.203975,1.22496,0.000628567,0.203462,0.424888,-0.00249559,-0.603154,0.231599,0.958507
5.45,0.203793,0.825,0.00459637,0.203973,1.22496,0.000649729,0.203459,0.424888,-0.00250055,-0.599745,0.236467,0.959648
5.5,0.203793,0.825,0.00459637,0.203973,1.22496,0.000649729,0.203459,0.424888,-0.00250055,-0.599745,0.236467,0.959648
5.55,0.2038,0.824999,0.00460642,0.20398,1.22496,0.000667225,0.203463,0.424887,-0.00252352,-0.59633,0.241344,0.960609
5.6,0.2038,0.824999,0.00460642,0.20398,1.22496,0.000667225,0.203463,0.424887,-0.00252352,-0.59633,0.241344,0.960609
5.65,0.203795,0.824999,0.00460978,0.203982,1.22496,0.000688872,0.203452,0.424887,-0.0025382,-0.592895,0.246268,0.961489
5.7,0.203795,0.824999,0.00460978,0.203982,1.22496,0.000688872,0.203452,0.424887,-0.0025382,-0.592895,0.246268,0.961489
5.75,0.203804,0.824999,0.00462268,0.203982,1.22496,0.000705546,0.203455,0.424886,-0.00254373,-0.589445,0.251213,0.962233
