time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278489,0.52496,-0.0298689,0.75,1,0.669317,0.818996,0.108451,0.863546
0.1,0.278067,0.524886,-0.0233765,0.75,1,0.669667,0.812133,0.108571,0.861287
0.15,0.278067,0.524886,-0.0233765,0.75,1,0.669667,0.812133,0.109339,0.863898
0.2,0.283989,0.525274,0.0315202,0.75,1,0.66523,0.763141,0.0709979,0.832458
0.25,0.295034,0.52574,0.127308,0.75,1,0.657204,0.678851,0.0820096,0.744586
0.3,0.302966,0.526991,0.197616,0.75,1,0.650828,0.616007,0.092855,0.654513
0.35,0.315307,0.530077,0.286072,0.75,1,0.640145,0.538252,0.10469,0.543646
0.4,0.315307,0.530077,0.286072,0.75,1,0.640145,0.538252,0.110536,0.583305
0.45,0.329561,0.534882,0.357697,0.75,1,0.626979,0.478111,0.107997,0.604746
0.5,0.344723,0.541197,0.430441,0.75,1,0.612168,0.416824,0.105764,0.599144
0.55,0.344723,0.541197,0.430441,0.75,1,0.612168,0.416824,0.102751,0.593009
0.6,0.358944,0.548395,0.50469,0.75,1,0.597387,0.352438,0.10116,0.514839
0.65,0.372091,0.556317,0.574725,0.75,1,0.582812,0.290559,0.0984428,0.429028
0.7,0.384288,0.564751,0.631392,0.75,1,0.568496,0.240607,0.0969998,0.361958
0.75,0.384288,0.564751,0.631392,0.75,1,0.568496,0.240607,0,0.595192
0.8,0.395864,0.573663,0.679032,0.75,1,0.554234,0.198612,0,0.431551
0.85,0.40087,0.577766,0.746432,0.75,1,0.547881,0.133456,0,0.461823
0.9,0.40087,0.577766,0.746432,0.75,1,0.547881,0.133456,0,0.453465
0.95,0.400937,0.577819,0.80147,0.75,1,0.547797,0.0784498,0,0.388714
1,0.400926,0.57784,0.854994,0.75,1,0.547788,0.0248872,0,0.319401
1.05,0.4009,0.577795,0.900158,0.75,1,0.547839,-0.020261,0,0.263663
1.1,0.4009,0.577795,0.900158,0.75,1,0.547839,-0.020261,0,0.254014
1.15,0.400942,0.577846,0.93483,0.75,1,0.547773,-0.0549336,0,0.216518
1.2,0.400911,0.57781,0.964476,0.75,1,0.547821,-0.0845815,0,0.186474
1.25,0.400934,0.577855,0.988661,0.75,1,0.547771,-0.108787,0.000172354,0.162076
1.3,0.400934,0.577855,0.988661,0.75,1,0.547771,-0.108787,0.00244105,0.161779
1.35,0.40092,0.577842,1.00962,0.75,1,0.54779,-0.129747,0.00453718,0.140755
1.4,0.401165,0.57825,1.02879,0.75,1,0.547319,-0.14905,0.00652961,0.1213
1.45,0.401165,0.57825,1.02879,0.75,1,0.547319,-0.14905,0.008636,0.121392
1.5,0.401607,0.579004,1.04463,0.75,1,0.546458,-0.165151,0.00996583,0.105298
1.55,0.402272,0.580172,1.05962,0.75,1,0.545133,-0.180558,0.0113564,0.0896928
1.6,0.40303,0.58155,1.07201,0.75,1,0.543589,-0.193501,0.0124313,0.0765634
1.65,0.403887,0.583144,1.08204,0.75,1,0.541814,-0.204185,0.0134208,0.0658659
1.7,0.403887,0.583144,1.08204,0.75,1,0.541814,-0.204185,0.0135812,0.0663459
1.75,0.404807,0.584903,1.09051,0.75,1,0.539874,-0.213422,0.01408,0.0568795
1.8,0.405726,0.586692,1.09816,0.75,1,0.537911,-0.221893,0.0144789,0.0484415
1.85,0.406716,0.588642,1.10479,0.75,1,0.53578,-0.229429,0.0147768,0.040618
1.9,0.406716,0.588642,1.10479,0.75,1,0.53578,-0.229429,0.0144194,0.0412103
1.95,0.40768,0.590577,1.11007,0.75,1,0.533676,-0.235646,0.0143448,0.0349954
2,0.408628,0.592508,1.11514,0.75,1,0.531587,-0.241679,0.0144304,0.0286705
2.05,0.409585,0.594471,1.11907,0.75,1,0.529468,-0.246599,0.0143902,0.207547
2.1,0.410491,0.596389,1.13711,0.75,1,0.527416,-0.265669,0.017366,0.1887
2.15,0.410491,0.596389,1.13711,0.75,1,0.527416,-0.265669,0.0200582,0.189635
2.2,0.411506,0.598672,1.16096,0.75,1,0.525016,-0.290832,0.0231667,0.164391
2.25,0.412695,0.601518,1.18305,0.75,1,0.522076,-0.314698,0.0271078,0.140731
2.3,0.414043,0.604931,1.20213,0.75,1,0.518601,-0.336043,0.0296785,0.11864
2.35,0.414043,0.604931,1.20213,0.75,1,0.518601,-0.336043,0.0308217,0.119868
2.4,0.415562,0.608967,1.21748,0.75,1,0.514544,-0.35423,0.0326346,0.100491
2.45,0.417149,0.613375,1.23132,0.75,1,0.510166,-0.371321,0.0345187,0.0825971
2.5,0.418776,0.618078,1.24284,0.75,1,0.505543,-0.386467,0.0357893,0.0657387
2.55,0.418776,0.618078,1.24284,0.75,1,0.505543,-0.386467,0.0354849,0.0670442
2.6,0.420474,0.62315,1.25153,0.75,1,0.500604,-0.399233,0.0359321,0.0528008
2.65,0.422104,0.628155,1.25972,0.75,1,0.495766,-0.411597,0.0364538,0.0383907
2.7,0.423736,0.633286,1.2656,0.75,1,0.490844,-0.421902,0.0360115,0.026436
2.75,0.425366,0.638504,1.26982,0.75,1,0.485867,-0.430753,0.0358612,0.0151353
2.8,0.425366,0.638504,1.26982,0.75,1,0.485867,-0.430753,0.080733,0.0168738
2.85,0.426947,0.643622,1.27216,0.75,1,0.481008,-0.437751,0.0809109,0.00740225
2.9,0.429313,0.651419,1.27423,0.75,1,0.473654,-0.447179,0.0810012,-0.0055857
2.95,0.43242,0.662772,1.27074,0.75,1,0.463228,-0.455345,0.0825189,-0.0223319
3,0.435881,0.674556,1.26868,0.75,1,0.452311,-0.465579,0.0840863,-0.041326
3.05,0.435881,0.674556,1.26868,0.75,1,0.452311,-0.465579,0.0840521,-0.0413096
3.1,0.439432,0.686496,1.26408,0.75,1,0.44129,-0.473982,0.0855979,-0.058704
3.15,0.443076,0.698434,1.25647,0.75,1,0.430284,-0.479879,0.0871346,-0.0738324
3.2,0.44697,0.710487,1.24512,0.75,1,0.4191,-0.482526,0.0886054,-0.0861925
3.25,0.44697,0.710487,1.24512,0.75,1,0.4191,-0.482526,0.0884503,-0.0861352
3.3,0.451094,0.72241,1.2303,0.75,1,0.407923,-0.481865,0.0899711,-0.0955983
3.35,0.455536,0.734585,1.21691,0.75,1,0.396427,-0.483352,0.0915447,-0.107255
3.4,0.455536,0.734585,1.21691,0.75,1,0.396427,-0.483352,0.0914203,-0.107239
3.45,0.460261,0.746896,1.20117,0.75,1,0.384721,-0.48316,0.0929304,-0.11761
3.5,0.465139,0.759089,1.18053,0.75,1,0.373073,-0.47853,0.094501,-0.124021
3.55,0.470154,0.771071,1.15499,0.75,1,0.361555,-0.469335,0.0960329,-0.126227
3.6,0.470154,0.771071,1.15499,0.75,1,0.361555,-0.469335,0.0958665,-0.12631
3.65,0.47564,0.782879,1.12614,0.75,1,0.349879,-0.456682,0.097446,-0.125579
3.7,0.481301,0.79536,1.10157,0.75,1,0.337752,-0.450692,0.0991541,-0.131255
3.75,0.487061,0.808729,1.08713,0.75,1,0.325148,-0.458226,0.10098,-0.149435
3.8,0.487061,0.808729,1.08713,0.75,1,0.325148,-0.458226,0.100899,-0.149488
3.85,0.492517,0.821968,1.06528,0.75,1,0.313038,-0.460325,0.10266,-0.162362
3.9,0.498244,0.834882,1.03922,0.75,1,0.301073,-0.458735,0.104379,-0.171853
3.95,0.504328,0.84784,1.01295,0.75,1,0.288977,-0.458414,0.100644,-0.182547
4,0.504328,0.84784,1.01295,0.75,1,0.288977,-0.458414,0.100589,-0.182643
4.05,0.510625,0.860279,0.984192,0.75,1,0.277168,-0.45585,0.138584,-0.293239
4.1,0.516693,0.872841,0.945458,0.75,1,0.26571,-0.44644,0.132855,-0.291447
4.15,0.527082,0.88876,0.897537,0.75,1,0.249132,-0.434675,0.124566,-0.289972
4.2,0.527082,0.88876,0.897537,0.75,1,0.249132,-0.434675,0.124566,-0.29025
4.25,0.537334,0.903304,0.851064,0.75,1,0.233617,-0.42432,0.116809,-0.288893
4.3,0.547885,0.916889,0.806999,0.75,1,0.218536,-0.416871,0.109268,-0.289159
4.35,0.558223,0.928803,0.760869,0.75,1,0.204566,-0.405392,0.102283,-0.285024
4.4,0.558223,0.928803,0.760869,0.75,1,0.204566,-0.405392,0.102283,-0.283404
4.45,0.569319,0.939594,0.723124,0.75,1,0.190511,-0.400484,0.0952557,-0.284938
4.5,0.580698,0.949314,0.68814,0.75,1,0.176726,-0.397252,0.0883631,-0.290255
4.55,0.580698,0.949314,0.68814,0.75,1,0.176726,-0.397252,0.0883631,-0.293686
4.6,0.591305,0.957725,0.652502,0.75,1,0.164229,-0.392157,0.0821144,-0.297477
4.65,0.601951,0.965544,0.615949,0.75,1,0.152006,-0.387288,0.0760029,-0.30088
4.7,0.611891,0.972311,0.579277,0.75,1,0.140857,-0.381413,0.0704285,-0.302314
4.75,0.611891,0.972311,0.579277,0.75,1,0.140857,-0.381413,0.0704285,-0.303353
4.8,0.621002,0.978022,0.54177,0.75,1,0.130857,-0.373013,0.0654285,-0.301287
4.85,0.62991,0.983157,0.504331,0.75,1,0.121265,-0.364989,0.0606325,-0.299471
4.9,0.638306,0.987648,0.467539,0.75,1,0.112375,-0.357396,0.0561877,-0.297115
4.95,0.638306,0.987648,0.467539,0.75,1,0.112375,-0.357396,0.0561877,-0.297554
5,0.646021,0.991363,0.430692,0.75,1,0.104337,-0.347818,0.0521686,-0.292659
5.05,0.653566,0.994658,0.394275,0.75,1,0.0965821,-0.338938,0.048291,-0.288171
5.1,0.658212,0.996523,0.370463,0.75,1,0.0918541,-0.332598,0.045927,-0.284582
5.15,0.658212,0.996523,0.370463,0.75,1,0.0918541,-0.332598,0.045927,-0.284769
5.2,0.664732,0.998923,0.335106,0.75,1,0.0852743,-0.322471,0.0419378,-0.272348
5.25,0.669045,1.00036,0.31163,0.75,1,0.0809556,-0.316132,0.0395219,-0.267173
5.3,0.674972,1.00217,0.278127,0.75,1,0.0750598,-0.307044,0.0363695,-0.260521
5.35,0.674972,1.00217,0.278127,0.75,1,0.0750598,-0.307044,0.036097,-0.259437
5.4,0.680325,1.0036,0.245629,0.75,1,0.0697681,-0.297321,0.0333022,-0.252253
5.45,0.685596,1.00483,0.213487,0.75,1,0.0645851,-0.288355,0.0306024,-0.24591
5.5,0.690361,1.00578,0.182556,0.75,1,0.0599185,-0.279131,0.0281897,-0.239169
5.55,0.690361,1.00578,0.182556,0.75,1,0.0599185,-0.279131,0.0279952,-0.238553
5.6,0.694582,1.00649,0.152722,0.75,1,0.0557971,-0.269291,0.0258942,-0.231089
5.65,0.698643,1.00705,0.123445,0.75,1,0.0518385,-0.25989,0.0239003,-0.224035
5.7,0.698643,1.00705,0.123445,0.75,1,0.0518385,-0.25989,0.0236788,-0.223407
5.75,0.702254,1.00744,0.0954619,0.75,1,0.0483221,-0.250005,0.021941,-0.215759

Metric,Value
IAE,2.25652
ISE,1.09803
ITAE,4.76749
ITSE,1.91277

Parameter,Value
kp,0.5
vmax,0.15
wmax,1
controller_type,0
