time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278846,0.524997,0.0021563,0.75,1,0.669039,0.787309,0.265148,0.705989
0.1,0.277888,0.525014,0.00128648,0.75,1,0.669703,0.787146,0.266079,0.706426
0.15,0.277888,0.525014,0.00128648,0.75,1,0.669703,0.787146,0.267881,0.708162
0.2,0.279112,0.525028,0.00320127,0.75,1,0.66883,0.786515,0.264853,0.704967
0.25,0.309952,0.524428,0.0270368,0.75,1,0.647929,0.79714,0.194732,0.717805
0.3,0.350682,0.523451,0.0905438,0.75,1,0.621735,0.782803,0.177969,0.727504
0.35,0.379914,0.526834,0.043396,0.75,1,0.600708,0.863639,0.199502,0.760796
0.4,0.379914,0.526834,0.043396,0.75,1,0.600708,0.863639,0.219111,0.737727
0.45,0.403084,0.528956,0.10183,0.75,1,0.585007,0.834171,0.209625,0.716363
0.5,0.424252,0.531861,0.154858,0.75,1,0.570321,0.808012,0.200546,0.695333
0.55,0.444812,0.535721,0.213821,0.75,1,0.555603,0.775458,0.193018,0.67082
0.6,0.473575,0.543305,0.298753,0.75,1,0.533836,0.727757,0.183143,0.634805
0.65,0.473575,0.543305,0.298753,0.75,1,0.533836,0.727757,0.181385,0.633047
0.7,0.499911,0.552624,0.378996,0.75,1,0.512533,0.682064,0.149619,0.597625
0.75,0.523664,0.562046,0.477689,0.75,1,0.492982,0.616106,0.139114,0.544869
0.8,0.540786,0.570486,0.586272,0.75,1,0.477758,0.531254,0.164267,0.506615
0.85,0.540786,0.570486,0.586272,0.75,1,0.477758,0.531254,0.163214,0.506615
0.9,0.558596,0.581985,0.667366,0.75,1,0.459752,0.474037,0.155108,0.456482
0.95,0.577015,0.595153,0.742685,0.75,1,0.440256,0.424306,0.146852,0.411688
1,0.593581,0.609422,0.803171,0.75,1,0.420735,0.386706,0.138586,0.347557
1.05,0.607438,0.623687,0.842935,0.75,1,0.402412,0.365729,0.131142,0.32817
1.1,0.607438,0.623687,0.842935,0.75,1,0.402412,0.365729,0.130996,0.328338
1.15,0.620347,0.637649,0.872592,0.75,1,0.384848,0.354587,0.153939,0.318057
1.2,0.632916,0.651938,0.903209,0.75,1,0.367228,0.343089,0.146891,0.307297
1.25,0.632916,0.651938,0.903209,0.75,1,0.367228,0.343089,0.146891,0.307755
