time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278854,0.524997,0.00218376,0.75,1,0.669034,0.787291,0.251174,0.566755
0.1,0.278854,0.524997,0.00218376,0.75,1,0.669034,0.787291,0.25248,0.565974
0.15,0.277831,0.524866,0.00285323,0.75,1,0.669848,0.785674,0.252584,0.564156
0.2,0.280729,0.524772,0.0107317,0.75,1,0.667875,0.780973,0.249994,0.563177
0.25,0.310429,0.521354,-0.243724,0.75,1,0.649865,1.07165,0.203468,0.786674
0.3,0.310429,0.521354,-0.243724,0.75,1,0.649865,1.07165,0.23812,0.61932
0.35,0.343063,0.514317,-0.245452,0.75,1,0.633629,1.11884,0.229661,0.624515
0.4,0.377034,0.507146,-0.168528,0.75,1,0.618068,1.09152,0.218872,0.596441
0.45,0.41002,0.502734,-0.0943654,0.75,1,0.602378,1.06546,0.209568,0.574476
0.5,0.41002,0.502734,-0.0943654,0.75,1,0.602378,1.06546,0.209528,0.574317
0.55,0.439365,0.500497,-0.0117994,0.75,1,0.588215,1.02624,0.203929,0.558854
0.6,0.466379,0.500378,0.0937616,0.75,1,0.574511,0.960726,0.198514,0.530523
0.65,0.494141,0.502506,0.164736,0.75,1,0.559432,0.931041,0.192363,0.516153
0.7,0.494141,0.502506,0.164736,0.75,1,0.559432,0.931041,0.192238,0.515656
0.75,0.520382,0.506742,0.235458,0.75,1,0.544085,0.899659,0.185832,0.499284
0.8,0.546342,0.512356,0.301009,0.75,1,0.528463,0.874171,0.179425,0.485767
0.85,0.570384,0.519396,0.370175,0.75,1,0.513071,0.842964,0.173123,0.468874
0.9,0.570384,0.519396,0.370175,0.75,1,0.513071,0.842964,0.173033,0.468512
0.95,0.592641,0.528273,0.438078,0.75,1,0.497281,0.810745,0.166694,0.450965
1,0.613856,0.53778,0.524504,0.75,1,0.481853,0.759849,0.160393,0.421656
1.05,0.634487,0.548895,0.575259,0.75,1,0.46566,0.744858,0.15376,0.41228
1.1,0.653329,0.560089,0.628201,0.75,1,0.450408,0.726283,0.147526,0.400728
1.15,0.653329,0.560089,0.628201,0.75,1,0.450408,0.726283,0.147466,0.400487
1.2,0.670335,0.57144,0.681825,0.75,1,0.435902,0.705178,0.141592,0.387462
1.25,0.685731,0.58385,0.747777,0.75,1,0.421084,0.669793,0.135685,0.365664
1.3,0.685731,0.58385,0.747777,0.75,1,0.421084,0.669793,0.135713,0.365776
1.35,0.698966,0.596244,0.820563,0.75,1,0.406968,0.624502,0.130075,0.336906
1.4,0.712064,0.609414,0.883429,0.75,1,0.392424,0.590546,0.124252,0.31458
1.45,0.723584,0.622474,0.944246,0.75,1,0.37845,0.556692,0.118671,0.291868
1.5,0.723584,0.622474,0.944246,0.75,1,0.37845,0.556692,0.118651,0.291789
1.55,0.733861,0.63528,0.998621,0.75,1,0.365077,0.527955,0.113316,0.272155
1.6,0.742955,0.648227,1.05431,0.75,1,0.351844,0.496459,0.108031,0.250227
1.65,0.748023,0.656461,1.09486,0.75,1,0.343544,0.470183,0.104756,0.231792
1.7,0.754391,0.668462,1.14697,0.75,1,0.331567,0.437072,0.0999769,0.208031
1.75,0.760183,0.680125,1.19848,0.75,1,0.320037,0.404143,0.0954207,0.184208
1.8,0.760183,0.680125,1.19848,0.75,1,0.320037,0.404143,0.0954691,0.184402
1.85,0.765176,0.691262,1.2485,0.75,1,0.309111,0.371415,0.0911396,0.160328
1.9,0.769722,0.702372,1.28841,0.75,1,0.29828,0.348549,0.0867723,0.143068
1.95,0.773749,0.712421,1.32838,0.75,1,0.288558,0.324814,0.0829204,0.125294
2,0.773749,0.712421,1.32838,0.75,1,0.288558,0.324814,0.0829208,0.125296
2.05,0.77695,0.722247,1.35923,0.75,1,0.279057,0.308295,0.0791333,0.11279
2.1,0.779934,0.731475,1.39357,0.75,1,0.270189,0.28824,0.0756072,0.0975391
2.15,0.782209,0.740704,1.41489,0.75,1,0.261289,0.279485,0.0719869,0.0905745
2.2,0.784628,0.749679,1.42905,0.75,1,0.252704,0.279211,0.0684751,0.0900509
2.25,0.784628,0.749679,1.42905,0.75,1,0.252704,0.279211,0.0684792,0.0900675
2.3,0.786419,0.757681,1.45433,0.75,1,0.245041,0.265646,0.0653981,0.0795538
2.35,0.787761,0.765785,1.48058,0.75,1,0.23724,0.250071,0.0622506,0.067397
2.4,0.788661,0.773833,1.49614,0.75,1,0.229447,0.243958,0.0590785,0.0624344
2.45,0.788661,0.773833,1.49614,0.75,1,0.229447,0.243958,0.0590513,0.0623259
2.5,0.789387,0.781059,1.51552,0.75,1,0.222455,0.233269,0.0562561,0.0540232
2.55,0.789884,0.787976,1.5382,0.75,1,0.215743,0.218531,0.0535733,0.0425416
2.6,0.790159,0.794622,1.55899,0.75,1,0.209267,0.204909,0.0509857,0.0318975
2.65,0.790513,0.798236,1.57258,0.75,1,0.205791,0.196376,0.0496141,0.025284
2.7,0.790513,0.798236,1.57258,0.75,1,0.205791,0.196376,0.0496259,0.0253309
2.75,0.790857,0.803714,1.58972,0.75,1,0.200493,0.186299,0.0475066,0.017416
2.8,0.791159,0.809031,1.60499,0.75,1,0.195354,0.178089,0.0454677,0.0110235
2.85,0.791081,0.813657,1.61964,0.75,1,0.190818,0.168139,0.0436763,0.00327497
2.9,0.791081,0.813657,1.61964,0.75,1,0.190818,0.168139,0.0436673,0.00323881
2.95,0.791027,0.818276,1.63014,0.75,1,0.186298,0.1627,0.0418469,-0.00110208
3,0.790962,0.822793,1.63953,0.75,1,0.181879,0.15843,0.040094,-0.00441709
3.05,0.790739,0.826854,1.64814,0.75,1,0.177874,0.15374,0.0385174,-0.00802137
3.1,0.790548,0.830994,1.65184,0.75,1,0.173803,0.154428,0.036866,-0.00756823
