time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.27871,0.52494,-5.88613e-05,0.75,1,0.669176,0.789441,0.15,0.70996
0.1,0.279119,0.524806,0.0142531,0.75,1,0.668983,0.775704,0.15,0.700219
0.15,0.292063,0.526117,0.0786877,0.75,1,0.658993,0.723821,0.15,0.662253
0.2,0.292063,0.526117,0.0786877,0.75,1,0.658993,0.723821,0.15,0.662253
0.25,0.314958,0.528735,0.214825,0.75,1,0.641367,0.610519,0.15,0.573293
0.3,0.336707,0.534459,0.296902,0.75,1,0.622527,0.547878,0.15,0.520877
0.35,0.357953,0.541831,0.365894,0.75,1,0.603009,0.497118,0.15,0.476894
0.4,0.378627,0.550525,0.426623,0.75,1,0.583049,0.453637,0.15,0.438238
0.45,0.378627,0.550525,0.426623,0.75,1,0.583049,0.453637,0.15,0.438238
0.5,0.398888,0.560459,0.482386,0.75,1,0.562562,0.414392,0.15,0.402633
0.55,0.418543,0.571462,0.536731,0.75,1,0.541765,0.375718,0.15,0.366941
0.6,0.43757,0.583461,0.585237,0.75,1,0.520689,0.342019,0.15,0.33539
0.65,0.455984,0.596282,0.628129,0.75,1,0.499434,0.31322,0.15,0.308123
0.7,0.455984,0.596282,0.628129,0.75,1,0.499434,0.31322,0.15,0.308123
0.75,0.473939,0.609898,0.66735,0.75,1,0.477901,0.287595,0.15,0.283647
0.8,0.491324,0.624153,0.704438,0.75,1,0.456261,0.263563,0.15,0.260522
0.85,0.508245,0.639043,0.737534,0.75,1,0.434438,0.24312,0.15,0.240732
0.9,0.508245,0.639043,0.737534,0.75,1,0.434438,0.24312,0.15,0.240732
0.95,0.524634,0.654406,0.767976,0.75,1,0.412583,0.224963,0.15,0.22307
1,0.5406,0.670312,0.797169,0.75,1,0.390567,0.207766,0.15,0.206274
1.05,0.556037,0.686557,0.824088,0.75,1,0.368603,0.192569,0.15,0.191381
1.1,0.556037,0.686557,0.824088,0.75,1,0.368603,0.192569,0.15,0.191381
1.15,0.571062,0.703218,0.848366,0.75,1,0.346552,0.179861,0.15,0.178893
1.2,0.585695,0.720241,0.871499,0.75,1,0.32444,0.168262,0.15,0.167469
1.25,0.599919,0.73754,0.8931,0.75,1,0.30234,0.158251,0.15,0.157591
1.3,0.599919,0.73754,0.8931,0.75,1,0.30234,0.158251,0.15,0.157591
1.35,0.6138,0.755167,0.913036,0.75,1,0.280167,0.150094,0.15,0.149531
1.4,0.627342,0.773058,0.932227,0.75,1,0.257969,0.143063,0.15,0.142576
1.45,0.627342,0.773058,0.932227,0.75,1,0.257969,0.143063,0.15,0.142576
1.5,0.640531,0.791171,0.950144,0.75,1,0.235782,0.137829,0.15,0.137393
1.55,0.653396,0.809514,0.967512,0.75,1,0.213582,0.133937,0.149507,0.133537
1.6,0.665955,0.828107,0.984312,0.75,1,0.19134,0.131725,0.133938,0.131345
1.65,0.665955,0.828107,0.984312,0.75,1,0.19134,0.131725,0.133938,0.131345
1.7,0.677375,0.845607,1.00053,0.75,1,0.170622,0.130589,0.119435,0.130218
1.75,0.687657,0.861935,1.01697,0.75,1,0.151488,0.129688,0.106041,0.129325
1.8,0.696615,0.876674,1.03203,0.75,1,0.134385,0.130247,0.0940693,0.129879
1.85,0.704115,0.889418,1.04808,0.75,1,0.119724,0.129393,0.083807,0.129032
1.9,0.704115,0.889418,1.04808,0.75,1,0.119724,0.129393,0.083807,0.129032
1.95,0.710463,0.900599,1.06426,0.75,1,0.106975,0.127971,0.0748825,0.127622
2,0.716271,0.91126,1.0803,0.75,1,0.0949343,0.127273,0.066454,0.126929
2.05,0.721059,0.920407,1.09619,0.75,1,0.0846913,0.125854,0.0592839,0.125522
2.1,0.721059,0.920407,1.09619,0.75,1,0.0846913,0.125854,0.0592839,0.125522
2.15,0.725221,0.928663,1.11194,0.75,1,0.075518,0.124541,0.0528626,0.124219
2.2,0.728967,0.936399,1.12761,0.75,1,0.0669884,0.123799,0.0468919,0.123483
2.25,0.728967,0.936399,1.12761,0.75,1,0.0669884,0.123799,0.0468919,0.123483
2.3,0.732032,0.94299,1.14312,0.75,1,0.0597746,0.122353,0.0418422,0.122048
2.35,0.734812,0.949218,1.15857,0.75,1,0.0530049,0.121612,0.0371034,0.121313
2.4,0.737188,0.954769,1.17385,0.75,1,0.04701,0.120924,0.032907,0.120629

Metric,Value
IAE,0.799838
ISE,0.367292
ITAE,0.640975
ITSE,0.215631

Parameter,Value
kv,0.7
vmax,0.15
wmax,1
controller_type,0
