time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278751,0.524945,5.5384e-05,0.75,1,0.669143,0.789365,0.15,0.709906
0.1,0.278751,0.524945,5.5384e-05,0.75,1,0.669143,0.789365,0.15,0.709906
0.15,0.280338,0.524604,0.0271574,0.75,1,0.668269,0.764308,0.15,0.692038
0.2,0.300922,0.526986,0.137062,0.75,1,0.652237,0.674288,0.15,0.624342
0.25,0.321917,0.530601,0.253134,0.75,1,0.635288,0.578267,0.15,0.546573
0.3,0.321917,0.530601,0.253134,0.75,1,0.635288,0.578267,0.15,0.546573
0.35,0.343425,0.537057,0.323963,0.75,1,0.616133,0.526171,0.15,0.502226
0.4,0.364497,0.544999,0.391649,0.75,1,0.596354,0.476246,0.15,0.458446
0.45,0.384958,0.554233,0.451776,0.75,1,0.576163,0.432856,0.15,0.419465
0.5,0.405012,0.564677,0.505133,0.75,1,0.555448,0.39552,0.15,0.385288
0.55,0.405012,0.564677,0.505133,0.75,1,0.555448,0.39552,0.15,0.385288
0.6,0.424393,0.576041,0.55425,0.75,1,0.534566,0.361615,0.15,0.353785
0.65,0.443225,0.588353,0.6018,0.75,1,0.513385,0.32855,0.15,0.322671
0.7,0.461431,0.601458,0.644515,0.75,1,0.492044,0.299588,0.15,0.295126
0.75,0.479175,0.615355,0.683378,0.75,1,0.470423,0.273952,0.15,0.270538
0.8,0.479175,0.615355,0.683378,0.75,1,0.470423,0.273952,0.15,0.270538
0.85,0.496373,0.629881,0.717804,0.75,1,0.448681,0.252228,0.15,0.249562
0.9,0.51306,0.644955,0.751161,0.75,1,0.426846,0.231158,0.15,0.229104
0.95,0.529268,0.660555,0.781192,0.75,1,0.404902,0.213037,0.15,0.211429
1,0.529268,0.660555,0.781192,0.75,1,0.404902,0.213037,0.15,0.211429
1.05,0.545016,0.676617,0.808159,0.75,1,0.382878,0.197682,0.15,0.196397
1.1,0.560316,0.69306,0.83429,0.75,1,0.360822,0.182967,0.144329,0.181948
1.15,0.574975,0.709626,0.857924,0.75,1,0.339044,0.170427,0.135618,0.169604
1.2,0.588342,0.725448,0.879294,0.75,1,0.31861,0.159355,0.127444,0.158681
1.25,0.588342,0.725448,0.879294,0.75,1,0.31861,0.159355,0.127444,0.158681
1.3,0.600609,0.740569,0.899377,0.75,1,0.299369,0.148955,0.119748,0.148405
1.35,0.61232,0.755607,0.919048,0.75,1,0.280506,0.138709,0.112203,0.138264
1.4,0.622861,0.769668,0.936995,0.75,1,0.263091,0.129438,0.105236,0.129077
1.45,0.622861,0.769668,0.936995,0.75,1,0.263091,0.129438,0.105236,0.129077
1.5,0.632281,0.782675,0.953396,0.75,1,0.24716,0.120975,0.098864,0.12068
1.55,0.641305,0.795595,0.969331,0.75,1,0.231508,0.112731,0.0926033,0.112492
1.6,0.649445,0.807601,0.983895,0.75,1,0.217091,0.105306,0.0868365,0.105111
1.65,0.656878,0.818957,0.99738,0.75,1,0.203588,0.098343,0.0814352,0.0981846
1.7,0.656878,0.818957,0.99738,0.75,1,0.203588,0.098343,0.0814352,0.0981846
1.75,0.663562,0.829423,1.00986,0.75,1,0.191227,0.0919168,0.0764909,0.0917874
1.8,0.669996,0.839803,1.02199,0.75,1,0.179063,0.0856289,0.0716252,0.0855243
1.85,0.675809,0.84942,1.03304,0.75,1,0.167865,0.0799607,0.0671461,0.0798756
1.9,0.681143,0.858456,1.04345,0.75,1,0.157403,0.074587,0.0629613,0.0745178
1.95,0.685942,0.866795,1.05282,0.75,1,0.147807,0.0697224,0.0591228,0.0696659
2,0.685942,0.866795,1.05282,0.75,1,0.147807,0.0697224,0.0591228,0.0696659
2.05,0.690372,0.87466,1.06155,0.75,1,0.138801,0.0652056,0.0555203,0.0651594
2.1,0.694666,0.882429,1.07012,0.75,1,0.129942,0.0607817,0.0519767,0.0607443
2.15,0.698459,0.889398,1.07777,0.75,1,0.122022,0.056941,0.0488086,0.0569103
2.2,0.698459,0.889398,1.07777,0.75,1,0.122022,0.056941,0.0488086,0.0569103
2.25,0.701928,0.895968,1.08495,0.75,1,0.114602,0.052986,0.0458407,0.0529612
2.3,0.705304,0.902415,1.09192,0.75,1,0.107334,0.0493639,0.0429336,0.0493438
2.35,0.708397,0.908416,1.09817,0.75,1,0.100591,0.0462375,0.0402363,0.046221
