time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278801,0.524956,0.000314358,0.75,1,0.6691,0.789147,0.15,0.709752
0.1,0.278786,0.524954,0.000275908,0.75,1,0.669112,0.789172,0.15,0.70977
0.15,0.28216,0.524355,0.0367903,0.75,1,0.667168,0.75688,0.15,0.686657
0.2,0.307572,0.52694,0.171085,0.75,1,0.64771,0.64776,0.15,0.603402
0.25,0.307572,0.52694,0.171085,0.75,1,0.64771,0.64776,0.15,0.603402
0.3,0.329655,0.53187,0.252304,0.75,1,0.629154,0.586826,0.15,0.553721
0.35,0.351145,0.538328,0.32695,0.75,1,0.610104,0.531318,0.15,0.50667
0.4,0.37217,0.546325,0.393568,0.75,1,0.590404,0.482793,0.15,0.464254
0.45,0.392662,0.555628,0.454349,0.75,1,0.570225,0.439186,0.15,0.425203
0.5,0.392662,0.555628,0.454349,0.75,1,0.570225,0.439186,0.15,0.425203
0.55,0.412609,0.566083,0.508568,0.75,1,0.549652,0.401329,0.15,0.390642
0.6,0.431971,0.577572,0.561211,0.75,1,0.528761,0.364255,0.15,0.356254
0.65,0.450689,0.589995,0.608165,0.75,1,0.507633,0.332041,0.15,0.325973
0.7,0.468826,0.603253,0.651315,0.75,1,0.486279,0.302942,0.15,0.29833
0.75,0.468826,0.603253,0.651315,0.75,1,0.486279,0.302942,0.15,0.29833
0.8,0.486444,0.617247,0.689631,0.75,1,0.464716,0.278146,0.15,0.274573
0.85,0.503569,0.631928,0.726487,0.75,1,0.44295,0.254335,0.15,0.251602
0.9,0.520099,0.647142,0.759533,0.75,1,0.421146,0.233806,0.15,0.231682
0.95,0.536196,0.662916,0.789113,0.75,1,0.399172,0.216442,0.15,0.214756
1,0.536196,0.662916,0.789113,0.75,1,0.399172,0.216442,0.15,0.214756
1.05,0.551762,0.679034,0.816341,0.75,1,0.37725,0.201172,0.15,0.199818
1.1,0.566899,0.695591,0.842201,0.75,1,0.355234,0.187076,0.15,0.185986
1.15,0.581641,0.712531,0.866459,0.75,1,0.333142,0.174529,0.15,0.173645
1.2,0.581641,0.712531,0.866459,0.75,1,0.333142,0.174529,0.15,0.173645
1.25,0.595938,0.729757,0.888482,0.75,1,0.311073,0.16418,0.15,0.163444
1.3,0.609888,0.747333,0.909518,0.75,1,0.288915,0.154962,0.15,0.154343
1.35,0.623487,0.765191,0.929426,0.75,1,0.266723,0.147173,0.15,0.146642
1.4,0.636731,0.783279,0.947975,0.75,1,0.244536,0.141219,0.15,0.14075
1.45,0.636731,0.783279,0.947975,0.75,1,0.244536,0.141219,0.15,0.14075
1.5,0.649662,0.801632,0.965751,0.75,1,0.2223,0.136756,0.15,0.13633
1.55,0.662246,0.820188,0.982874,0.75,1,0.200083,0.133896,0.15,0.133496
1.6,0.662246,0.820188,0.982874,0.75,1,0.200083,0.133896,0.15,0.133496
1.65,0.67452,0.838953,0.999493,0.75,1,0.177858,0.133022,0.15,0.13263
1.7,0.686509,0.857959,1.01616,0.75,1,0.155585,0.134294,0.15,0.13389
1.75,0.698138,0.877102,1.03258,0.75,1,0.133393,0.13889,0.15,0.138444
1.8,0.709381,0.896246,1.04967,0.75,1,0.111422,0.147978,0.15,0.147438
1.85,0.709381,0.896246,1.04967,0.75,1,0.111422,0.147978,0.15,0.147438
1.9,0.720366,0.915792,1.06731,0.75,1,0.08927,0.165098,0.133905,0.164349
1.95,0.731027,0.935572,1.08534,0.75,1,0.0671633,0.199073,0.100745,0.19776
2,0.739775,0.952574,1.10691,0.75,1,0.0485159,0.251533,0.0727739,0.248889

Metric,Value
IAE,0.761416
ISE,0.363565
ITAE,0.55915
ITSE,0.205895

Parameter,Value
kv,1.5
vmax,0.15
wmax,1
controller_type,0
