time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278802,0.524958,0.000335636,0.75,1,0.669099,0.789125,0.15,0.709737
0.1,0.278802,0.524958,0.000335636,0.75,1,0.669099,0.789125,0.15,0.709737
0.15,0.280499,0.524639,0.0296731,0.75,1,0.668131,0.761927,0.15,0.690317
0.2,0.292123,0.525867,0.080428,0.75,1,0.659131,0.722411,0.15,0.661195
0.25,0.307609,0.52676,0.177647,0.75,1,0.647816,0.64143,0.15,0.598341
0.3,0.322366,0.530243,0.23797,0.75,1,0.635251,0.594333,0.15,0.559956
0.35,0.336831,0.534162,0.285734,0.75,1,0.622667,0.559512,0.15,0.530773
0.4,0.336831,0.534162,0.285734,0.75,1,0.622667,0.559512,0.15,0.530773
0.45,0.358177,0.541285,0.352687,0.75,1,0.603278,0.511196,0.15,0.489221
0.5,0.378967,0.549766,0.416692,0.75,1,0.583417,0.464846,0.15,0.448285
0.55,0.399274,0.559481,0.473652,0.75,1,0.563086,0.424747,0.15,0.41209
0.6,0.399274,0.559481,0.473652,0.75,1,0.563086,0.424747,0.15,0.41209
0.65,0.419054,0.570329,0.526148,0.75,1,0.542349,0.388324,0.15,0.378638
0.7,0.438184,0.582119,0.575667,0.75,1,0.521395,0.354075,0.15,0.346723
0.75,0.450601,0.590456,0.605504,0.75,1,0.507312,0.334027,0.15,0.32785
0.8,0.462811,0.59918,0.633266,0.75,1,0.493087,0.315813,0.15,0.310589
0.85,0.462811,0.59918,0.633266,0.75,1,0.493087,0.315813,0.15,0.310589
0.9,0.474798,0.608221,0.659536,0.75,1,0.478777,0.298898,0.15,0.294467
0.95,0.492297,0.622348,0.697201,0.75,1,0.4572,0.274793,0.15,0.271347
1,0.5093,0.637122,0.731745,0.75,1,0.435451,0.253378,0.15,0.250676
1.05,0.5093,0.637122,0.731745,0.75,1,0.435451,0.253378,0.15,0.250676
1.1,0.525804,0.652437,0.763533,0.75,1,0.413599,0.234376,0.15,0.232236
1.15,0.541795,0.668234,0.793685,0.75,1,0.391686,0.216668,0.15,0.214977
1.2,0.541795,0.668234,0.793685,0.75,1,0.391686,0.216668,0.15,0.214977
1.25,0.557309,0.684449,0.821033,0.75,1,0.369733,0.201551,0.15,0.20019
1.3,0.57236,0.701058,0.846976,0.75,1,0.347739,0.187653,0.15,0.186554
1.35,0.57236,0.701058,0.846976,0.75,1,0.347739,0.187653,0.15,0.186554
1.4,0.587019,0.718062,0.87056,0.75,1,0.325656,0.176095,0.15,0.175186
1.45,0.601268,0.735384,0.893137,0.75,1,0.303551,0.165598,0.15,0.164842
1.5,0.615123,0.752984,0.91398,0.75,1,0.28144,0.157028,0.15,0.156384
1.55,0.615123,0.752984,0.91398,0.75,1,0.28144,0.157028,0.15,0.156384
1.6,0.628653,0.770903,0.933744,0.75,1,0.25925,0.149948,0.15,0.149387
1.65,0.64182,0.789077,0.95276,0.75,1,0.237047,0.144132,0.15,0.143633
1.7,0.64182,0.789077,0.95276,0.75,1,0.237047,0.144132,0.15,0.143633
1.75,0.654627,0.807445,0.970733,0.75,1,0.21488,0.140181,0.15,0.139722
1.8,0.667124,0.826083,0.988243,0.75,1,0.192654,0.137863,0.15,0.137426
1.85,0.679308,0.844936,1.00535,0.75,1,0.170418,0.137706,0.15,0.137271
1.9,0.679308,0.844936,1.00535,0.75,1,0.170418,0.137706,0.15,0.137271
1.95,0.691137,0.86395,1.02234,0.75,1,0.148238,0.140117,0.15,0.139659
2,0.702699,0.883242,1.03947,0.75,1,0.125975,0.146414,0.15,0.145891
2.05,0.702699,0.883242,1.03947,0.75,1,0.125975,0.146414,0.15,0.145891
2.1,0.713718,0.902189,1.06342,0.75,1,0.104324,0.152176,0.15,0.15159
2.15,0.724425,0.921861,1.08169,0.75,1,0.0822179,0.172783,0.15,0.171925
2.2,0.724425,0.921861,1.08169,0.75,1,0.0822179,0.172783,0.15,0.171925
2.25,0.734758,0.941766,1.10219,0.75,1,0.0601953,0.212606,0.120391,0.211008
2.3,0.744229,0.960919,1.12591,0.75,1,0.0395045,0.298264,0.0790091,0.293862

Metric,Value
IAE,0.878773
ISE,0.422889
ITAE,0.73594
ITSE,0.274638

Parameter,Value
kv,2
vmax,0.15
wmax,1
controller_type,0
