time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.279026,0.524992,-0.00240274,0.75,1,0.668917,0.792065,0.234121,0.711805
0.1,0.279004,0.524992,-0.0025105,0.75,1,0.668931,0.79215,0.234126,0.711865
0.15,0.278192,0.524796,0.0135777,0.75,1,0.669643,0.775406,0.234375,0.700006
0.2,0.293155,0.525806,0.0576858,0.75,1,0.658458,0.746344,0.23046,0.678959
0.25,0.293155,0.525806,0.0576858,0.75,1,0.658458,0.746344,0.23046,0.678959
0.3,0.336655,0.529393,0.224643,0.75,1,0.626358,0.625444,0.219225,0.585457
0.35,0.367354,0.538701,0.321977,0.75,1,0.599345,0.55635,0.209771,0.52809
0.4,0.397642,0.549999,0.391744,0.75,1,0.571539,0.514753,0.200039,0.49232
0.45,0.397642,0.549999,0.391744,0.75,1,0.571539,0.514753,0.200039,0.49232
0.5,0.425396,0.562531,0.454197,0.75,1,0.544745,0.478235,0.190661,0.460213
0.55,0.451531,0.576288,0.513681,0.75,1,0.518282,0.443432,0.181399,0.429042
0.6,0.475595,0.590763,0.568981,0.75,1,0.49272,0.411144,0.172452,0.399658
0.65,0.475595,0.590763,0.568981,0.75,1,0.49272,0.411144,0.172452,0.399658
0.7,0.497362,0.605491,0.619376,0.75,1,0.46847,0.381833,0.163964,0.372622
0.75,0.517726,0.620777,0.667557,0.75,1,0.444704,0.35368,0.155646,0.346353
0.8,0.517726,0.620777,0.667557,0.75,1,0.444704,0.35368,0.155646,0.346353
0.85,0.535991,0.63585,0.711424,0.75,1,0.42238,0.328051,0.147833,0.322199
0.9,0.553328,0.651477,0.754039,0.75,1,0.400185,0.303,0.140065,0.298385
0.95,0.568894,0.666693,0.792565,0.75,1,0.379332,0.2805,0.132766,0.276836
1,0.568894,0.666693,0.792565,0.75,1,0.379332,0.2805,0.132766,0.276836
1.05,0.582827,0.681333,0.827449,0.75,1,0.359855,0.260212,0.125949,0.257286
1.1,0.595815,0.695958,0.860726,0.75,1,0.340903,0.240744,0.119316,0.238425
1.15,0.595815,0.695958,0.860726,0.75,1,0.340903,0.240744,0.119316,0.238425
1.2,0.607419,0.709938,0.890788,0.75,1,0.323211,0.223139,0.113124,0.221292
1.25,0.618268,0.723775,0.919504,0.75,1,0.306029,0.206294,0.10711,0.204834
1.3,0.628159,0.737128,0.946235,0.75,1,0.289736,0.190539,0.101408,0.189388
1.35,0.628159,0.737128,0.946235,0.75,1,0.289736,0.190539,0.101408,0.189388
1.4,0.637033,0.749756,0.970301,0.75,1,0.274561,0.176454,0.0960964,0.17554
1.45,0.645334,0.762193,0.992777,0.75,1,0.259821,0.163404,0.0909375,0.162678
1.5,0.652765,0.773858,1.01302,0.75,1,0.24616,0.151703,0.0861562,0.151122
1.55,0.652765,0.773858,1.01302,0.75,1,0.24616,0.151703,0.0861562,0.151122
1.6,0.659607,0.785073,1.03177,0.75,1,0.233162,0.14091,0.0816065,0.140444
1.65,0.666029,0.796051,1.04999,0.75,1,0.220559,0.130235,0.0771955,0.129867
1.7,0.671793,0.806295,1.06643,0.75,1,0.208897,0.120633,0.0731141,0.12034
1.75,0.671793,0.806295,1.06643,0.75,1,0.208897,0.120633,0.0731141,0.12034
1.8,0.677107,0.816108,1.08159,0.75,1,0.197812,0.111819,0.0692343,0.111586
1.85,0.682174,0.825795,1.09638,0.75,1,0.186944,0.103122,0.0654302,0.102939
1.9,0.686777,0.834925,1.1097,0.75,1,0.176768,0.0953357,0.0618686,0.0951913
1.95,0.689578,0.840629,1.11779,0.75,1,0.17044,0.0906242,0.059654,0.0905002
2,0.692213,0.846101,1.12537,0.75,1,0.164391,0.0862331,0.0575368,0.0861262
2.05,0.692213,0.846101,1.12537,0.75,1,0.164391,0.0862331,0.0575368,0.0861262
2.1,0.695918,0.853965,1.13604,0.75,1,0.155727,0.0800872,0.0545045,0.0800016
2.15,0.698308,0.859158,1.14307,0.75,1,0.150029,0.0759684,0.05251,0.0758953
2.2,0.701641,0.866565,1.15256,0.75,1,0.141928,0.0705397,0.0496747,0.0704812
2.25,0.704749,0.873637,1.1615,0.75,1,0.134221,0.0654217,0.0469772,0.065375
2.3,0.707558,0.880194,1.16972,0.75,1,0.127102,0.0606156,0.0444856,0.0605784
2.35,0.707558,0.880194,1.16972,0.75,1,0.127102,0.0606156,0.0444856,0.0605784
2.4,0.71019,0.886459,1.17725,0.75,1,0.120318,0.0563263,0.0421114,0.0562965
2.45,0.712673,0.89248,1.18493,0.75,1,0.113815,0.0517272,0.0398353,0.0517041
2.5,0.714993,0.898242,1.1916,0.75,1,0.107611,0.0478577,0.037664,0.0478394
2.55,0.714993,0.898242,1.1916,0.75,1,0.107611,0.0478577,0.037664,0.0478394
2.6,0.717093,0.903567,1.19764,0.75,1,0.101893,0.0443083,0.0356625,0.0442938
2.65,0.719133,0.908822,1.20354,0.75,1,0.0962607,0.0408286,0.0336912,0.0408172
2.7,0.721018,0.913761,1.20876,0.75,1,0.0909784,0.0378319,0.0318424,0.0378229
2.75,0.722761,0.918391,1.21359,0.75,1,0.0860353,0.0350537,0.0301123,0.0350466
2.8,0.722761,0.918391,1.21359,0.75,1,0.0860353,0.0350537,0.0301123,0.0350466
2.85,0.724347,0.922671,1.21795,0.75,1,0.081473,0.0325279,0.0285156,0.0325222
2.9,0.725891,0.926898,1.22229,0.75,1,0.0769746,0.0299451,0.0269411,0.0299407
2.95,0.727329,0.93087,1.22602,0.75,1,0.0727523,0.0278792,0.0254633,0.0278756
3,0.728631,0.934515,1.22948,0.75,1,0.0688832,0.0258832,0.0241091,0.0258803
3.05,0.728631,0.934515,1.22948,0.75,1,0.0688832,0.0258832,0.0241091,0.0258803
3.1,0.729852,0.937976,1.23285,0.75,1,0.0652148,0.0238515,0.0228252,0.0238492
3.15,0.731039,0.941366,1.23607,0.75,1,0.0616232,0.0219552,0.0215681,0.0219534
3.2,0.732142,0.944544,1.23899,0.75,1,0.0582602,0.0202773,0.0203911,0.0202759
3.25,0.732142,0.944544,1.23899,0.75,1,0.0582602,0.0202773,0.0203911,0.0202759
