time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278952,0.52499,-4.75636e-05,0.75,1,0.66897,0.789634,0.334485,0.710096
0.1,0.278952,0.52499,-4.75636e-05,0.75,1,0.66897,0.789634,0.334485,0.710096
0.15,0.273892,0.524898,0.00333911,0.75,1,0.672607,0.781001,0.336303,0.703991
0.2,0.267101,0.524748,0.0073305,0.75,1,0.677536,0.770087,0.338768,0.696198
0.25,0.297653,0.525154,0.00496981,0.75,1,0.655818,0.804689,0.327909,0.720615
0.3,0.369956,0.528508,0.14239,0.75,1,0.60559,0.74999,0.302795,0.681631
0.35,0.369956,0.528508,0.14239,0.75,1,0.60559,0.74999,0.302795,0.681631
0.4,0.414887,0.537035,0.297114,0.75,1,0.571522,0.647134,0.285761,0.602903
0.45,0.457692,0.55214,0.380743,0.75,1,0.534811,0.611799,0.267405,0.574341
0.5,0.496068,0.569151,0.454345,0.75,1,0.500112,0.58388,0.250056,0.551265
0.55,0.530091,0.587244,0.52388,0.75,1,0.467683,0.557389,0.233842,0.528973
0.6,0.530091,0.587244,0.52388,0.75,1,0.467683,0.557389,0.233842,0.528973
0.65,0.560612,0.60627,0.591051,0.75,1,0.436911,0.531405,0.218456,0.506745
0.7,0.589006,0.62678,0.657419,0.75,1,0.406463,0.506127,0.203232,0.484793
0.75,0.613769,0.647197,0.720552,0.75,1,0.378191,0.481743,0.189096,0.463325
0.8,0.613769,0.647197,0.720552,0.75,1,0.378191,0.481743,0.189096,0.463325
0.85,0.635148,0.667101,0.779496,0.75,1,0.352154,0.45908,0.176077,0.443124
0.9,0.654668,0.687597,0.837515,0.75,1,0.326624,0.437101,0.163312,0.423315
0.95,0.671454,0.707257,0.891598,0.75,1,0.303097,0.417061,0.151549,0.405075
1,0.671454,0.707257,0.891598,0.75,1,0.303097,0.417061,0.151549,0.405075
1.05,0.685614,0.725764,0.942234,0.75,1,0.281693,0.397955,0.140847,0.387534
1.1,0.698144,0.743979,0.991713,0.75,1,0.26122,0.379241,0.13061,0.370216
1.15,0.708954,0.761458,1.03876,0.75,1,0.242047,0.361633,0.121024,0.353802
1.2,0.708954,0.761458,1.03876,0.75,1,0.242047,0.361633,0.121024,0.353802
1.25,0.718002,0.777656,1.08292,0.75,1,0.224635,0.344948,0.112318,0.338148
1.3,0.726126,0.793837,1.1264,0.75,1,0.207541,0.329107,0.10377,0.323198
1.35,0.732863,0.808796,1.16735,0.75,1,0.191971,0.314057,0.0959853,0.30892
1.4,0.738386,0.822468,1.20603,0.75,1,0.177912,0.299438,0.0889558,0.294984
1.45,0.738386,0.822468,1.20603,0.75,1,0.177912,0.299438,0.0889558,0.294984
1.5,0.743006,0.835293,1.24338,0.75,1,0.164855,0.284972,0.0824276,0.281131
1.55,0.746964,0.847695,1.27952,0.75,1,0.152335,0.271343,0.0761674,0.268026
1.6,0.750215,0.859258,1.3139,0.75,1,0.140742,0.258421,0.0703712,0.255554
1.65,0.750215,0.859258,1.3139,0.75,1,0.140742,0.258421,0.0703712,0.255554
1.7,0.752795,0.869747,1.34613,0.75,1,0.130283,0.246115,0.0651416,0.243638
1.75,0.754935,0.879814,1.37735,0.75,1,0.120287,0.234481,0.0601435,0.232338
1.8,0.756105,0.885799,1.39709,0.75,1,0.114364,0.227105,0.0571818,0.225158
1.85,0.756105,0.885799,1.39709,0.75,1,0.114364,0.227105,0.0571818,0.225158
1.9,0.757473,0.894337,1.42537,0.75,1,0.105927,0.216032,0.0529636,0.214356
1.95,0.758593,0.902834,1.45339,0.75,1,0.0975449,0.205617,0.0487725,0.204172
2,0.759386,0.910503,1.47966,0.75,1,0.0899881,0.195625,0.0449941,0.19438
2.05,0.759386,0.910503,1.47966,0.75,1,0.0899881,0.195625,0.0449941,0.19438
2.1,0.759918,0.917335,1.50429,0.75,1,0.0832577,0.185913,0.0416288,0.184844
2.15,0.760278,0.924071,1.52847,0.75,1,0.0766216,0.176871,0.0383108,0.17595
2.2,0.760455,0.93012,1.55115,0.75,1,0.0706576,0.168157,0.0353288,0.167365
2.25,0.7605,0.935513,1.57236,0.75,1,0.0653362,0.15985,0.0326681,0.15917
2.3,0.7605,0.935513,1.57236,0.75,1,0.0653362,0.15985,0.0326681,0.15917
2.35,0.760434,0.940512,1.5925,0.75,1,0.0603959,0.151935,0.030198,0.151351
2.4,0.76028,0.94529,1.61202,0.75,1,0.0556673,0.144511,0.0278336,0.144009
2.45,0.760053,0.949678,1.63061,0.75,1,0.0513164,0.13737,0.0256582,0.136938
2.5,0.760053,0.949678,1.63061,0.75,1,0.0513164,0.13737,0.0256582,0.136938
2.55,0.759779,0.953568,1.64795,0.75,1,0.0474507,0.130414,0.0237254,0.130044

Metric,Value
IAE,0.703869
ISE,0.300524
ITAE,0.547414
ITSE,0.15069

Parameter,Value
kv,0.5
vmax,1
wmax,1
controller_type,1
