time,xr,yr,theta_r,xt,yt,d,e_theta,v,w
0.05,0.278979,0.52499,-0.000170042,0.75,1,0.668951,0.789784,0.0668951,0.710201
0.1,0.278979,0.52499,-0.000170042,0.75,1,0.668951,0.789784,0.0668951,0.710201
0.15,0.282225,0.52513,0.0309853,0.75,1,0.66657,0.761939,0.066657,0.690326
0.2,0.292182,0.525903,0.115643,0.75,1,0.659064,0.687222,0.0659064,0.634392
0.25,0.302076,0.527485,0.198682,0.75,1,0.651081,0.613426,0.0651081,0.575672
0.3,0.302076,0.527485,0.198682,0.75,1,0.651081,0.613426,0.0651081,0.575672
0.35,0.31164,0.529799,0.272352,0.75,1,0.642844,0.548077,0.0642844,0.521047
0.4,0.320892,0.532751,0.343562,0.75,1,0.634394,0.484361,0.0634394,0.465643
0.45,0.329885,0.536303,0.405729,0.75,1,0.625709,0.42894,0.0625709,0.415907
0.5,0.338423,0.540253,0.459232,0.75,1,0.61706,0.381393,0.061706,0.372214
0.55,0.338423,0.540253,0.459232,0.75,1,0.61706,0.381393,0.061706,0.372214
0.6,0.346662,0.544591,0.507058,0.75,1,0.608341,0.338901,0.0608341,0.332451
0.65,0.35461,0.549253,0.55144,0.75,1,0.599589,0.299288,0.0599589,0.29484
0.7,0.362249,0.554172,0.590962,0.75,1,0.590858,0.263996,0.0590858,0.26094
0.75,0.369536,0.559253,0.624581,0.75,1,0.582246,0.234093,0.0582246,0.231961
0.8,0.369536,0.559253,0.624581,0.75,1,0.582246,0.234093,0.0582246,0.231961
0.85,0.376569,0.564498,0.65444,0.75,1,0.573683,0.20754,0.0573683,0.206054
0.9,0.383398,0.569902,0.682018,0.75,1,0.565139,0.182911,0.0565139,0.181893
0.95,0.389926,0.575347,0.705549,0.75,1,0.556761,0.161959,0.0556761,0.161252
1,0.389926,0.575347,0.705549,0.75,1,0.556761,0.161959,0.0556761,0.161252
1.05,0.396248,0.580855,0.7263,0.75,1,0.548473,0.143505,0.0548473,0.143013
1.1,0.402418,0.586453,0.745477,0.75,1,0.540217,0.126372,0.0540217,0.126036
1.15,0.402418,0.586453,0.745477,0.75,1,0.540217,0.126372,0.0540217,0.126036
1.2,0.408329,0.59201,0.761798,0.75,1,0.532161,0.111836,0.0532161,0.111603
